currSlide,currImage,currText,blockNum,targetHappiness,highAmount,instructionLoop1.thisRepN,instructionLoop1.thisTrialN,instructionLoop1.thisN,instructionLoop1.thisIndex,instructionLoop2.thisRepN,instructionLoop2.thisTrialN,instructionLoop2.thisN,instructionLoop2.thisIndex,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,doRatingLoop.thisRepN,doRatingLoop.thisTrialN,doRatingLoop.thisN,doRatingLoop.thisIndex,trialHappyLoop.thisRepN,trialHappyLoop.thisTrialN,trialHappyLoop.thisN,trialHappyLoop.thisIndex,logWinningsLoop.thisRepN,logWinningsLoop.thisTrialN,logWinningsLoop.thisN,logWinningsLoop.thisIndex,instrImage.started,instrImage.stopped,instrText.started,instrText.stopped,instrContinueText.started,instrContinueText.stopped,instrKeyResp.keys,instrKeyResp.rt,instrKeyResp.started,instrKeyResp.stopped,lifeHappyText.started,lifeHappyText.stopped,lifeHappySlider.response,lifeHappySlider.rt,lifeHappySlider.started,lifeHappySlider.stopped,lifeHappyResp.keys,lifeHappyResp.rt,lifeHappyResp.started,lifeHappyResp.stopped,instrImage_2.started,instrImage_2.stopped,instrText_2.started,instrText_2.stopped,instrContinueText_2.started,instrContinueText_2.stopped,instrKeyResp_2.keys,instrKeyResp_2.rt,instrKeyResp_2.started,instrKeyResp_2.stopped,localizing.started,localizing.stopped,start_exp.keys,start_exp.rt,start_exp.started,start_exp.stopped,blockHappyText.started,blockHappyText.stopped,blockHappySlider.response,blockHappySlider.rt,blockHappySlider.started,blockHappySlider.stopped,blockHappyResp.keys,blockHappyResp.started,blockHappyResp.stopped,blankText.started,blankText.stopped,isHappyBlock,isCongruent,isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,choice,outcome,outcomeAmount,currentWinnings,fixCross.started,fixCross.stopped,certainBox.started,certainBox.stopped,outcome1Box.started,outcome1Box.stopped,outcome2Box.started,outcome2Box.stopped,certainText.started,certainText.stopped,outcome1Text.started,outcome1Text.stopped,outcome2Text.started,outcome2Text.stopped,choiceKey.keys,choiceKey.rt,choiceKey.started,choiceKey.stopped,fixCross_2.started,fixCross_2.stopped,certainBox_2.started,certainBox_2.stopped,outcome1Box_2.started,outcome1Box_2.stopped,outcome2Box_2.started,outcome2Box_2.stopped,certainText_2.started,certainText_2.stopped,outcome1Text_2.started,outcome1Text_2.stopped,outcome2Text_2.started,outcome2Text_2.stopped,fixCross_3.started,fixCross_3.stopped,certainBox_3.started,certainBox_3.stopped,outcome1Box_3.started,outcome1Box_3.stopped,outcome2Box_3.started,outcome2Box_3.stopped,certainText_3.started,certainText_3.stopped,outcome1Text_3.started,outcome1Text_3.stopped,outcome2Text_3.started,outcome2Text_3.stopped,fixCross_ITI.started,fixCross_ITI.stopped,fixCross_ISI.started,fixCross_ISI.stopped,happyText.started,happyText.stopped,happySlider.response,happySlider.rt,happySlider.started,happySlider.stopped,happyResp.keys,happyResp.started,happyResp.stopped,endOfBlockText.started,endOfBlockText.stopped,restKeyResp.keys,restKeyResp.rt,restKeyResp.started,restKeyResp.stopped,finalWinnings,cashBonus,goodbyeText.started,goodbyeText.stopped,finalWinningsText.started,finalWinningsText.stopped,spaceToContinue.started,spaceToContinue.stopped,goodbyeKeyResp_2.keys,goodbyeKeyResp_2.rt,goodbyeKeyResp_2.started,goodbyeKeyResp_2.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,3,1,5.1,,,,,,,,,0,2,2,2,0,5,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.92,-0.07999999999999996,-0.5699999999999998,1.6899999999999993,5.1,3.41,1.705,gamble,win,5.1,22.214166666666678,1844.9084448070498,None,1844.9084448070498,None,1844.9084448070498,None,1844.9084448070498,None,1844.9084448070498,None,1844.9084448070498,None,1844.9084448070498,None,1,0.8839920964092016,1844.9084448070498,None,1845.8255128113087,None,1845.8255128113087,None,1845.8255128113087,None,1845.8255128113087,None,1845.8255128113087,None,1845.8255128113087,None,1845.8255128113087,None,1849.8103734990582,None,1849.8103734990582,None,1849.8103734990582,None,1849.8103734990582,None,1849.8103734990582,None,1849.8103734990582,None,1849.8103734990582,None,1859.3139069011668,None,1850.810744358343,None,1851.8110621004598,None,0.94,7.502741766395047,1854.8122021966847,None,None,1854.8122021966847,None,,,,,,,,,,,,,,,,,,,23780,2019_Dec_30_1128,Mmi_3levels,3.1.5,59.97702768786066,
,,,3,1,7.3,,,,,,,,,0,2,2,2,0,6,6,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,0.94,-0.06000000000000005,-0.6299999999999999,-0.2625000000000002,7.3,7.0375,3.51875,gamble,lose,7.0375,29.25166666666668,1861.3313340853201,None,1861.3313340853201,None,1861.3313340853201,None,1861.3313340853201,None,1861.3313340853201,None,1861.3313340853201,None,1861.3313340853201,None,1,0.7171831978484988,1861.3313340853201,None,1862.0816130297026,None,1862.0816130297026,None,1862.0816130297026,None,1862.0816130297026,None,1862.0816130297026,None,1862.0816130297026,None,1862.0816130297026,None,1866.0665044357302,None,1866.0665044357302,None,1866.0665044357302,None,1866.0665044357302,None,1866.0665044357302,None,1866.0665044357302,None,1866.0665044357302,None,1867.0668874542462,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23780,2019_Dec_30_1128,Mmi_3levels,3.1.5,59.97702768786066,
,,,3,1,9.1,,,,,,,,,0,2,2,2,0,7,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.94,-0.06000000000000005,-0.69,1.5300000000000007,9.1,7.5699999999999985,3.7849999999999993,gamble,win,9.1,38.35166666666668,1869.0842624813085,None,1869.0842624813085,None,1869.0842624813085,None,1869.0842624813085,None,1869.0842624813085,None,1869.0842624813085,None,1869.0842624813085,None,1,0.6503846984123811,1869.0842624813085,None,1869.767916996614,None,1869.767916996614,None,1869.767916996614,None,1869.767916996614,None,1869.767916996614,None,1869.767916996614,None,1869.767916996614,None,1873.7526989688631,None,1873.7526989688631,None,1873.7526989688631,None,1873.7526989688631,None,1873.7526989688631,None,1873.7526989688631,None,1873.7526989688631,None,1883.2563213260146,None,1874.753098946414,None,1875.7534717256203,None,0.93,7.502813122468069,1878.75463134062,None,None,1878.75463134062,None,,,,,,,,,,,,,,,,,,,23780,2019_Dec_30_1128,Mmi_3levels,3.1.5,59.97702768786066,
,,,3,1,5.9,,,,,,,,,0,2,2,2,0,8,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,0.93,-0.06999999999999995,-0.7599999999999999,-0.3083333333333331,5.9,5.591666666666667,2.7958333333333334,gamble,lose,5.591666666666667,43.94333333333335,1885.2737520298688,None,1885.2737520298688,None,1885.2737520298688,None,1885.2737520298688,None,1885.2737520298688,None,1885.2737520298688,None,1885.2737520298688,None,1,0.7338424248155206,1885.2737520298688,None,1886.0407017207472,None,1886.0407017207472,None,1886.0407017207472,None,1886.0407017207472,None,1886.0407017207472,None,1886.0407017207472,None,1886.0407017207472,None,1890.025524010649,None,1890.025524010649,None,1890.025524010649,None,1890.025524010649,None,1890.025524010649,None,1890.025524010649,None,1890.025524010649,None,1891.0259022294777,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23780,2019_Dec_30_1128,Mmi_3levels,3.1.5,59.97702768786066,
,,,3,1,3.7,,,,,,,,,0,2,2,2,0,9,9,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.93,-0.06999999999999995,-0.8299999999999998,1.8099999999999992,3.7,1.890000000000001,0.9450000000000005,gamble,win,3.7,47.64333333333335,1893.0434046093142,None,1893.0434046093142,None,1893.0434046093142,None,1893.0434046093142,None,1893.0434046093142,None,1893.0434046093142,None,1893.0434046093142,None,1,0.8338624237803742,1893.0434046093142,None,1893.9103560600197,None,1893.9103560600197,None,1893.9103560600197,None,1893.9103560600197,None,1893.9103560600197,None,1893.9103560600197,None,1893.9103560600197,None,1897.8951687505469,None,1897.8951687505469,None,1897.8951687505469,None,1897.8951687505469,None,1897.8951687505469,None,1897.8951687505469,None,1897.8951687505469,None,1898.8955460094148,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23780,2019_Dec_30_1128,Mmi_3levels,3.1.5,59.97702768786066,
,,,3,1,5.7,,,,,,,,,0,2,2,2,0,10,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.93,-0.06999999999999995,-0.8999999999999998,1.879999999999999,5.7,3.820000000000001,1.9100000000000006,gamble,win,5.7,53.343333333333355,1900.9129994320683,None,1900.9129994320683,None,1900.9129994320683,None,1900.9129994320683,None,1900.9129994320683,None,1900.9129994320683,None,1900.9129994320683,None,1,0.8838999415747821,1900.9129994320683,None,1901.830018159002,None,1901.830018159002,None,1901.830018159002,None,1901.830018159002,None,1901.830018159002,None,1901.830018159002,None,1901.830018159002,None,1905.8148884462425,None,1905.8148884462425,None,1905.8148884462425,None,1905.8148884462425,None,1905.8148884462425,None,1905.8148884462425,None,1905.8148884462425,None,1915.3184298479464,None,1906.8152228274848,None,1907.8155898469267,None,0.94,7.502764165168628,1910.8167129841167,None,None,1910.8167129841167,None,,,,,,,,,,,,,,,,,,,23780,2019_Dec_30_1128,Mmi_3levels,3.1.5,59.97702768786066,
,,,3,1,1.1,,,,,,,,,0,2,2,2,0,11,11,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,0.94,-0.06000000000000005,-0.9599999999999999,-0.29000000000000015,1.1,0.8099999999999999,0.9550000000000001,gamble,lose,0.8099999999999999,54.15333333333336,1917.3359149487223,None,1917.3359149487223,None,1917.3359149487223,None,1917.3359149487223,None,1917.3359149487223,None,1917.3359149487223,None,1917.3359149487223,None,1,0.6337971473112702,1917.3359149487223,None,1918.0027992032701,None,1918.0027992032701,None,1918.0027992032701,None,1918.0027992032701,None,1918.0027992032701,None,1918.0027992032701,None,1918.0027992032701,None,1921.9876240530284,None,1921.9876240530284,None,1921.9876240530284,None,1921.9876240530284,None,1921.9876240530284,None,1921.9876240530284,None,1921.9876240530284,None,1922.9881133056479,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23780,2019_Dec_30_1128,Mmi_3levels,3.1.5,59.97702768786066,
,,,3,1,0.3,,,,,,,,,0,2,2,2,0,12,12,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.94,-0.06000000000000005,-1.02,1.8600000000000008,0.3,-1.5600000000000007,-0.6300000000000003,certain,certain,-0.6300000000000003,53.523333333333355,1925.0054883325938,None,1925.0054883325938,None,1925.0054883325938,None,1925.0054883325938,None,1925.0054883325938,None,1925.0054883325938,None,1925.0054883325938,None,3,1.5507995552616194,1925.0054883325938,None,1926.589387794258,None,1926.589387794258,None,1926.589387794258,None,1926.589387794258,None,1926.589387794258,None,1926.589387794258,None,1926.589387794258,None,1930.5742068843683,None,1930.5742068843683,None,1930.5742068843683,None,1930.5742068843683,None,1930.5742068843683,None,1930.5742068843683,None,1930.5742068843683,None,1940.0778298815712,None,1931.5746171014616,None,1932.5750209188554,None,0.94,7.502685769577511,1935.5760979785118,None,None,1935.5760979785118,None,,,,,,,,,,,,,,,,,,,23780,2019_Dec_30_1128,Mmi_3levels,3.1.5,59.97702768786066,
,,,3,1,-1.1,,,,,,,,,0,2,2,2,0,13,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.94,-0.06000000000000005,-1.08,1.9200000000000008,-1.1,-3.020000000000001,-2.0600000000000005,certain,certain,-2.0600000000000005,51.46333333333335,1942.0952397865476,None,1942.0952397865476,None,1942.0952397865476,None,1942.0952397865476,None,1942.0952397865476,None,1942.0952397865476,None,1942.0952397865476,None,3,1.100670842337422,1942.0952397865476,None,1943.2289974160958,None,1943.2289974160958,None,1943.2289974160958,None,1943.2289974160958,None,1943.2289974160958,None,1943.2289974160958,None,1943.2289974160958,None,1947.2305154111236,None,1947.2305154111236,None,1947.2305154111236,None,1947.2305154111236,None,1947.2305154111236,None,1947.2305154111236,None,1947.2305154111236,None,1948.2142392025562,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23780,2019_Dec_30_1128,Mmi_3levels,3.1.5,59.97702768786066,
,,,3,1,3.3,,,,,,,,,0,2,2,2,0,14,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,0.94,-0.06000000000000005,-1.1400000000000001,-0.3050000000000002,3.3,2.9949999999999997,1.4974999999999998,gamble,lose,2.9949999999999997,54.45833333333335,1950.2317278232658,None,1950.2317278232658,None,1950.2317278232658,None,1950.2317278232658,None,1950.2317278232658,None,1950.2317278232658,None,1950.2317278232658,None,1,0.9338808227330446,1950.2317278232658,None,1951.1987347909017,None,1951.1987347909017,None,1951.1987347909017,None,1951.1987347909017,None,1951.1987347909017,None,1951.1987347909017,None,1951.1987347909017,None,1955.1835231627338,None,1955.1835231627338,None,1955.1835231627338,None,1955.1835231627338,None,1955.1835231627338,None,1955.1835231627338,None,1955.1835231627338,None,1956.1840332141146,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23780,2019_Dec_30_1128,Mmi_3levels,3.1.5,59.97702768786066,
,,,3,1,8.3,,,,,,,,,0,2,2,2,0,15,15,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,0.94,-0.06000000000000005,-1.2000000000000002,-0.3100000000000002,8.3,7.99,3.995,gamble,lose,7.99,62.44833333333335,1958.2013708031736,None,1958.2013708031736,None,1958.2013708031736,None,1958.2013708031736,None,1958.2013708031736,None,1958.2013708031736,None,1958.2013708031736,None,1,0.8836941932095215,1958.2013708031736,None,1959.1017242234666,None,1959.1017242234666,None,1959.1017242234666,None,1959.1017242234666,None,1959.1017242234666,None,1959.1017242234666,None,1959.1017242234666,None,1963.1032258993946,None,1963.1032258993946,None,1963.1032258993946,None,1963.1032258993946,None,1963.1032258993946,None,1963.1032258993946,None,1963.1032258993946,None,1972.6067849000683,None,1964.1035919588758,None,1965.103943939088,None,0.93,7.502765125129372,1968.1051093138522,None,None,1968.1051093138522,None,,,,,,,,,,,,,,,,,,,23780,2019_Dec_30_1128,Mmi_3levels,3.1.5,59.97702768786066,
,,,3,1,3.5,,,,,,,,,0,2,2,2,0,16,16,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.93,-0.06999999999999995,-1.27,2.249999999999999,3.5,1.2500000000000009,0.6250000000000004,gamble,win,3.5,65.94833333333335,1974.624217523844,None,1974.624217523844,None,1974.624217523844,None,1974.624217523844,None,1974.624217523844,None,1974.624217523844,None,1974.624217523844,None,1,0.9506814818596467,1974.624217523844,None,1975.6079854727723,None,1975.6079854727723,None,1975.6079854727723,None,1975.6079854727723,None,1975.6079854727723,None,1975.6079854727723,None,1975.6079854727723,None,1979.592762645334,None,1979.592762645334,None,1979.592762645334,None,1979.592762645334,None,1979.592762645334,None,1979.592762645334,None,1979.592762645334,None,1980.5931562233018,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23780,2019_Dec_30_1128,Mmi_3levels,3.1.5,59.97702768786066,
,,,3,1,7.9,,,,,,,,,0,2,2,2,0,17,17,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,0.93,-0.06999999999999995,-1.3399999999999999,-0.35666666666666647,7.9,7.543333333333334,3.771666666666667,gamble,lose,7.543333333333334,73.49166666666669,1982.6105674082646,None,1982.6105674082646,None,1982.6105674082646,None,1982.6105674082646,None,1982.6105674082646,None,1982.6105674082646,None,1982.6105674082646,None,1,0.6171945570968091,1982.6105674082646,None,1983.2608628317248,None,1983.2608628317248,None,1983.2608628317248,None,1983.2608628317248,None,1983.2608628317248,None,1983.2608628317248,None,1983.2608628317248,None,1987.24565760314,None,1987.24565760314,None,1987.24565760314,None,1987.24565760314,None,1987.24565760314,None,1987.24565760314,None,1987.24565760314,None,1996.7492578815436,None,1988.2460419016425,None,1989.2464434792055,None,0.93,7.502734086941928,1992.2475384578574,None,None,1992.2475384578574,None,,,,,,,,,,,,,,,,,,,23780,2019_Dec_30_1128,Mmi_3levels,3.1.5,59.97702768786066,
,,,3,1,13.3,,,,,,,,,0,2,2,2,0,18,18,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.93,-0.06999999999999995,-1.4099999999999997,2.389999999999999,13.3,10.910000000000002,5.455000000000001,gamble,win,13.3,86.79166666666669,1998.766686345567,None,1998.766686345567,None,1998.766686345567,None,1998.766686345567,None,1998.766686345567,None,1998.766686345567,None,1998.766686345567,None,1,0.6004959722049534,1998.766686345567,None,1999.4002860640176,None,1999.4002860640176,None,1999.4002860640176,None,1999.4002860640176,None,1999.4002860640176,None,1999.4002860640176,None,1999.4002860640176,None,2003.3851022742456,None,2003.3851022742456,None,2003.3851022742456,None,2003.3851022742456,None,2003.3851022742456,None,2003.3851022742456,None,2003.3851022742456,None,2004.3854750533355,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23780,2019_Dec_30_1128,Mmi_3levels,3.1.5,59.97702768786066,
,,,3,1,8.9,,,,,,,,,0,2,2,2,0,19,19,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.93,-0.06999999999999995,-1.4799999999999995,2.459999999999999,8.9,6.440000000000001,3.2200000000000006,gamble,win,8.9,95.69166666666669,2006.4029185565887,None,2006.4029185565887,None,2006.4029185565887,None,2006.4029185565887,None,2006.4029185565887,None,2006.4029185565887,None,2006.4029185565887,None,1,1.3007489180890843,2006.4029185565887,None,2007.7368003391894,None,2007.7368003391894,None,2007.7368003391894,None,2007.7368003391894,None,2007.7368003391894,None,2007.7368003391894,None,2007.7368003391894,None,2011.7215896709822,None,2011.7215896709822,None,2011.7215896709822,None,2011.7215896709822,None,2011.7215896709822,None,2011.7215896709822,None,2011.7215896709822,None,2021.2419173326343,None,2012.7219733294332,None,2013.722365627531,None,0.93,7.519362275721505,2016.723475325387,None,None,2016.723475325387,None,,,,,,,,,,,,,,,,,,,23780,2019_Dec_30_1128,Mmi_3levels,3.1.5,59.97702768786066,
,,,3,1,2.7,,,,,,,,,0,2,2,2,0,20,20,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.93,-0.06999999999999995,-1.5499999999999994,2.5299999999999985,2.7,0.1700000000000017,1.435000000000001,gamble,win,2.7,98.3916666666667,2023.2592942795018,None,2023.2592942795018,None,2023.2592942795018,None,2023.2592942795018,None,2023.2592942795018,None,2023.2592942795018,None,2023.2592942795018,None,1,0.6838423449080437,2023.2592942795018,None,2023.9762614893261,None,2023.9762614893261,None,2023.9762614893261,None,2023.9762614893261,None,2023.9762614893261,None,2023.9762614893261,None,2023.9762614893261,None,2027.9777490861015,None,2027.9777490861015,None,2027.9777490861015,None,2027.9777490861015,None,2027.9777490861015,None,2027.9777490861015,None,2027.9777490861015,None,2028.9614549585385,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23780,2019_Dec_30_1128,Mmi_3levels,3.1.5,59.97702768786066,
,,,3,1,1.3,,,,,,,,,0,2,2,2,0,21,21,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.93,-0.06999999999999995,-1.6199999999999992,2.5999999999999988,1.3,-1.2999999999999987,6.661338147750939e-16,certain,certain,6.661338147750939e-16,98.3916666666667,2030.9788959018188,None,2030.9788959018188,None,2030.9788959018188,None,2030.9788959018188,None,2030.9788959018188,None,2030.9788959018188,None,2030.9788959018188,None,3,1.2841024902882054,2030.9788959018188,None,2032.279425952118,None,2032.279425952118,None,2032.279425952118,None,2032.279425952118,None,2032.279425952118,None,2032.279425952118,None,2032.279425952118,None,2036.2808866703417,None,2036.2808866703417,None,2036.2808866703417,None,2036.2808866703417,None,2036.2808866703417,None,2036.2808866703417,None,2036.2808866703417,None,2037.2813244058052,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23780,2019_Dec_30_1128,Mmi_3levels,3.1.5,59.97702768786066,
,,,3,1,7.7,,,,,,,,,0,2,2,2,0,22,22,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.93,-0.06999999999999995,-1.689999999999999,2.669999999999998,7.7,5.030000000000002,2.515000000000001,gamble,win,7.7,106.0916666666667,2039.298740070546,None,2039.298740070546,None,2039.298740070546,None,2039.298740070546,None,2039.298740070546,None,2039.298740070546,None,2039.298740070546,None,1,0.9839445791440085,2039.298740070546,None,2040.3157496780623,None,2040.3157496780623,None,2040.3157496780623,None,2040.3157496780623,None,2040.3157496780623,None,2040.3157496780623,None,2040.3157496780623,None,2044.3173223899212,None,2044.3173223899212,None,2044.3173223899212,None,2044.3173223899212,None,2044.3173223899212,None,2044.3173223899212,None,2044.3173223899212,None,2053.8041837656638,None,2045.3009709856706,None,2046.30135144433,None,0.93,7.502761285402812,2049.3024745814037,None,None,2049.3024745814037,None,,,,,,,,,,,,,,,,,,,23780,2019_Dec_30_1128,Mmi_3levels,3.1.5,59.97702768786066,
,,,3,1,9.5,,,,,,,,,0,2,2,2,0,23,23,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.93,-0.06999999999999995,-1.759999999999999,2.7399999999999984,9.5,6.760000000000002,3.380000000000001,gamble,win,9.5,115.5916666666667,2055.821624069009,None,2055.821624069009,None,2055.821624069009,None,2055.821624069009,None,2055.821624069009,None,2055.821624069009,None,2055.821624069009,None,1,1.0673175101401284,2055.821624069009,None,2056.9220594046637,None,2056.9220594046637,None,2056.9220594046637,None,2056.9220594046637,None,2056.9220594046637,None,2056.9220594046637,None,2056.9220594046637,None,2060.9069226522697,None,2060.9069226522697,None,2060.9069226522697,None,2060.9069226522697,None,2060.9069226522697,None,2060.9069226522697,None,2060.9069226522697,None,2061.9072576735634,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23780,2019_Dec_30_1128,Mmi_3levels,3.1.5,59.97702768786066,
,,,3,1,9.3,,,,,,,,,0,2,2,2,0,24,24,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.93,-0.06999999999999995,-1.8299999999999987,2.809999999999998,9.3,6.490000000000003,3.2450000000000014,gamble,win,9.3,124.8916666666667,2063.924686137587,None,2063.924686137587,None,2063.924686137587,None,2063.924686137587,None,2063.924686137587,None,2063.924686137587,None,2063.924686137587,None,1,0.6004774132743478,2063.924686137587,None,2064.5582576976158,None,2064.5582576976158,None,2064.5582576976158,None,2064.5582576976158,None,2064.5582576976158,None,2064.5582576976158,None,2064.5582576976158,None,2068.543104626122,None,2068.543104626122,None,2068.543104626122,None,2068.543104626122,None,2068.543104626122,None,2068.543104626122,None,2068.543104626122,None,2078.046699464787,None,2069.5434764453676,None,2070.5438645835966,None,0.92,7.5027462461730465,2073.5449838809436,None,None,2073.5449838809436,None,,,,,,,,,,,,,,,,,,,23780,2019_Dec_30_1128,Mmi_3levels,3.1.5,59.97702768786066,
,,,3,1,2.5,,,,,,,,,0,2,2,2,0,25,25,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,0.92,-0.07999999999999996,-1.9099999999999988,-0.4391666666666664,2.5,2.0608333333333335,1.0304166666666668,gamble,lose,2.0608333333333335,126.95250000000003,2080.064183925744,None,2080.064183925744,None,2080.064183925744,None,2080.064183925744,None,2080.064183925744,None,2080.064183925744,None,2080.064183925744,None,1,0.8005442895228043,2080.064183925744,None,2080.8978191621136,None,2080.8978191621136,None,2080.8978191621136,None,2080.8978191621136,None,2080.8978191621136,None,2080.8978191621136,None,2080.8978191621136,None,2084.882620013319,None,2084.882620013319,None,2084.882620013319,None,2084.882620013319,None,2084.882620013319,None,2084.882620013319,None,2084.882620013319,None,2085.883049749187,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23780,2019_Dec_30_1128,Mmi_3levels,3.1.5,59.97702768786066,
,,,3,1,2.1,,,,,,,,,0,2,2,2,0,26,26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.92,-0.07999999999999996,-1.9899999999999989,3.1099999999999985,2.1,-1.0099999999999985,0.5450000000000008,certain,certain,0.5450000000000008,127.49750000000003,2087.9004305358976,None,2087.9004305358976,None,2087.9004305358976,None,2087.9004305358976,None,2087.9004305358976,None,2087.9004305358976,None,2087.9004305358976,None,3,2.4845290263183415,2087.9004305358976,None,2090.4180508292047,None,2090.4180508292047,None,2090.4180508292047,None,2090.4180508292047,None,2090.4180508292047,None,2090.4180508292047,None,2090.4180508292047,None,2094.402892637998,None,2094.402892637998,None,2094.402892637998,None,2094.402892637998,None,2094.402892637998,None,2094.402892637998,None,2094.402892637998,None,2103.9064666779013,None,2095.4032711768523,None,2096.403710192186,None,0.92,7.502622413099743,2099.4047725327546,None,None,2099.4047725327546,None,,,,,,,,,,,,,,,,,,,23780,2019_Dec_30_1128,Mmi_3levels,3.1.5,59.97702768786066,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2105.907239754568,None,4,2.1177649251185358,2105.907239754568,None,127.49750000000003,4,2108.0581573832314,None,2108.0581573832314,None,2108.0581573832314,None,4,3.3682235394371673,2108.0581573832314,None,23780,2019_Dec_30_1128,Mmi_3levels,3.1.5,59.97702768786066,
