currSlide,currImage,currText,blockNum,targetHappiness,highAmount,instructionLoop1.thisRepN,instructionLoop1.thisTrialN,instructionLoop1.thisN,instructionLoop1.thisIndex,instructionLoop2.thisRepN,instructionLoop2.thisTrialN,instructionLoop2.thisN,instructionLoop2.thisIndex,blockLoop.thisRepN,blockLoop.thisTrialN,blockLoop.thisN,blockLoop.thisIndex,trialLoop.thisRepN,trialLoop.thisTrialN,trialLoop.thisN,trialLoop.thisIndex,doRatingLoop.thisRepN,doRatingLoop.thisTrialN,doRatingLoop.thisN,doRatingLoop.thisIndex,trialHappyLoop.thisRepN,trialHappyLoop.thisTrialN,trialHappyLoop.thisN,trialHappyLoop.thisIndex,logWinningsLoop.thisRepN,logWinningsLoop.thisTrialN,logWinningsLoop.thisN,logWinningsLoop.thisIndex,instrImage.started,instrImage.stopped,instrText.started,instrText.stopped,instrContinueText.started,instrContinueText.stopped,instrKeyResp.keys,instrKeyResp.rt,instrKeyResp.started,instrKeyResp.stopped,lifeHappyText.started,lifeHappyText.stopped,lifeHappySlider.response,lifeHappySlider.rt,lifeHappySlider.started,lifeHappySlider.stopped,lifeHappyResp.keys,lifeHappyResp.rt,lifeHappyResp.started,lifeHappyResp.stopped,instrImage_2.started,instrImage_2.stopped,instrText_2.started,instrText_2.stopped,instrContinueText_2.started,instrContinueText_2.stopped,instrKeyResp_2.keys,instrKeyResp_2.rt,instrKeyResp_2.started,instrKeyResp_2.stopped,localizing.started,localizing.stopped,start_exp.keys,start_exp.rt,start_exp.started,start_exp.stopped,blockHappyText.started,blockHappyText.stopped,blockHappySlider.response,blockHappySlider.rt,blockHappySlider.started,blockHappySlider.stopped,blockHappyResp.keys,blockHappyResp.rt,blockHappyResp.started,blockHappyResp.stopped,blankText.started,blankText.stopped,isHappyBlock,isCongruent,isWinOnTop,lastHappyRating,diff,sumDiff,RPE,winAmount,loseAmount,certainAmount,choice,outcome,outcomeAmount,currentWinnings,fixCross.started,fixCross.stopped,certainBox.started,certainBox.stopped,outcome1Box.started,outcome1Box.stopped,outcome2Box.started,outcome2Box.stopped,certainText.started,certainText.stopped,outcome1Text.started,outcome1Text.stopped,outcome2Text.started,outcome2Text.stopped,choiceKey.keys,choiceKey.rt,choiceKey.started,choiceKey.stopped,fixCross_2.started,fixCross_2.stopped,certainBox_2.started,certainBox_2.stopped,outcome1Box_2.started,outcome1Box_2.stopped,outcome2Box_2.started,outcome2Box_2.stopped,certainText_2.started,certainText_2.stopped,outcome1Text_2.started,outcome1Text_2.stopped,outcome2Text_2.started,outcome2Text_2.stopped,fixCross_3.started,fixCross_3.stopped,certainBox_3.started,certainBox_3.stopped,outcome1Box_3.started,outcome1Box_3.stopped,outcome2Box_3.started,outcome2Box_3.stopped,certainText_3.started,certainText_3.stopped,outcome1Text_3.started,outcome1Text_3.stopped,outcome2Text_3.started,outcome2Text_3.stopped,fixCross_ITI.started,fixCross_ITI.stopped,fixCross_ISI.started,fixCross_ISI.stopped,happyText.started,happyText.stopped,happySlider.response,happySlider.rt,happySlider.started,happySlider.stopped,happyResp.keys,happyResp.started,happyResp.stopped,endOfBlockText.started,endOfBlockText.stopped,restKeyResp.keys,restKeyResp.rt,restKeyResp.started,restKeyResp.stopped,finalWinnings,cashBonus,participant,date,expName,psychopyVersion,frameRate,
,,,3,1,3.1,,,,,,,,,0,2,2,2,0,10,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.36,-0.64,-6.749999999999999,15.71,3.1,-12.610000000000001,-4.755000000000001,gamble,win,3.1,106.01208333333332,965.3496041022008,None,965.3496041022008,None,965.3496041022008,None,965.3496041022008,None,965.3496041022008,None,965.3496041022008,None,965.3496041022008,None,1,2.167777164489962,965.3496041022008,None,967.5504856528132,None,967.5504856528132,None,967.5504856528132,None,967.5504856528132,None,967.5504856528132,None,967.5504856528132,None,967.5504856528132,None,971.5519921284285,None,971.5519921284285,None,971.5519921284285,None,971.5519921284285,None,971.5519921284285,None,971.5519921284285,None,971.5519921284285,None,981.038934459677,None,972.5356644028216,None,973.5361270969152,None,0.3,7.502637772238813,976.5372166358866,None,None,976.5372166358866,None,,,,,,,,,23607,2019_Dec_06_1329,Mmi_3levels,3.1.5,59.99234062387028,
,,,3,1,7.3,,,,,,,,,0,2,2,2,0,11,11,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.3,-0.7,-7.449999999999999,17.25,7.3,-9.95,-1.3249999999999997,gamble,win,7.3,113.31208333333332,983.0564067612286,None,983.0564067612286,None,983.0564067612286,None,983.0564067612286,None,983.0564067612286,None,983.0564067612286,None,983.0564067612286,None,1,1.417406065214891,983.0564067612286,None,984.5069130528718,None,984.5069130528718,None,984.5069130528718,None,984.5069130528718,None,984.5069130528718,None,984.5069130528718,None,984.5069130528718,None,988.491780780314,None,988.491780780314,None,988.491780780314,None,988.491780780314,None,988.491780780314,None,988.491780780314,None,988.491780780314,None,989.4921343604801,None,,,,,,,,,,,,,,,,,,,,23607,2019_Dec_06_1329,Mmi_3levels,3.1.5,59.99234062387028,
,,,3,1,11.9,,,,,,,,,0,2,2,2,0,12,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,0.3,-0.7,-8.149999999999999,-3.1291666666666664,11.9,8.770833333333334,4.385416666666667,gamble,lose,8.770833333333334,122.08291666666665,991.5095657043275,None,991.5095657043275,None,991.5095657043275,None,991.5095657043275,None,991.5095657043275,None,991.5095657043275,None,991.5095657043275,None,1,1.0506061260239221,991.5095657043275,None,992.5932509379345,None,992.5932509379345,None,992.5932509379345,None,992.5932509379345,None,992.5932509379345,None,992.5932509379345,None,992.5932509379345,None,996.5781986608636,None,996.5781986608636,None,996.5781986608636,None,996.5781986608636,None,996.5781986608636,None,996.5781986608636,None,996.5781986608636,None,1006.0816959050135,None,997.5784748053993,None,998.5788949418929,None,0.56,7.502585615206044,1001.580072795914,None,None,1001.580072795914,None,,,,,,,,,23607,2019_Dec_06_1329,Mmi_3levels,3.1.5,59.99234062387028,
,,,3,1,13.5,,,,,,,,,0,2,2,2,0,13,13,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,0.56,-0.43999999999999995,-8.589999999999998,-2.255833333333333,13.5,11.244166666666667,5.622083333333333,gamble,lose,11.244166666666667,133.32708333333332,1008.0991685265908,None,1008.0991685265908,None,1008.0991685265908,None,1008.0991685265908,None,1008.0991685265908,None,1008.0991685265908,None,1008.0991685265908,None,1,0.9005844472558238,1008.0991685265908,None,1009.0328621597146,None,1009.0328621597146,None,1009.0328621597146,None,1009.0328621597146,None,1009.0328621597146,None,1009.0328621597146,None,1009.0328621597146,None,1013.034331197443,None,1013.034331197443,None,1013.034331197443,None,1013.034331197443,None,1013.034331197443,None,1013.034331197443,None,1013.034331197443,None,1014.0180482693249,None,,,,,,,,,,,,,,,,,,,,23607,2019_Dec_06_1329,Mmi_3levels,3.1.5,59.99234062387028,
,,,3,1,13.9,,,,,,,,,0,2,2,2,0,14,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.56,-0.43999999999999995,-9.029999999999998,15.189999999999998,13.9,-1.2899999999999974,-0.6449999999999987,gamble,win,13.9,147.22708333333333,1016.0355029718485,None,1016.0355029718485,None,1016.0355029718485,None,1016.0355029718485,None,1016.0355029718485,None,1016.0355029718485,None,1016.0355029718485,None,1,1.3341000103973784,1016.0355029718485,None,1017.4026523314533,None,1017.4026523314533,None,1017.4026523314533,None,1017.4026523314533,None,1017.4026523314533,None,1017.4026523314533,None,1017.4026523314533,None,1021.4042061644723,None,1021.4042061644723,None,1021.4042061644723,None,1021.4042061644723,None,1021.4042061644723,None,1021.4042061644723,None,1021.4042061644723,None,1022.387910117046,None,,,,,,,,,,,,,,,,,,,,23607,2019_Dec_06_1329,Mmi_3levels,3.1.5,59.99234062387028,
,,,3,1,11.1,,,,,,,,,0,2,2,2,0,15,15,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.56,-0.43999999999999995,-9.469999999999997,15.629999999999995,11.1,-4.529999999999996,-2.264999999999998,gamble,win,11.1,158.32708333333332,1024.4053373011411,None,1024.4053373011411,None,1024.4053373011411,None,1024.4053373011411,None,1024.4053373011411,None,1024.4053373011411,None,1024.4053373011411,None,1,1.0339712176355533,1024.4053373011411,None,1025.4724109849776,None,1025.4724109849776,None,1025.4724109849776,None,1025.4724109849776,None,1025.4724109849776,None,1025.4724109849776,None,1025.4724109849776,None,1029.4738803427317,None,1029.4738803427317,None,1029.4738803427317,None,1029.4738803427317,None,1029.4738803427317,None,1029.4738803427317,None,1029.4738803427317,None,1038.9775231787353,None,1030.4576319726184,None,1031.4580517890863,None,0.6,7.519379554723855,1034.45913108869,None,None,1034.45913108869,None,,,,,,,,,23607,2019_Dec_06_1329,Mmi_3levels,3.1.5,59.99234062387028,
,,,3,1,9.7,,,,,,,,,0,2,2,2,0,16,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.6,-0.4,-9.869999999999997,15.469999999999999,9.7,-5.77,1.9649999999999999,certain,certain,1.9649999999999999,160.29208333333332,1040.9949503627722,None,1040.9949503627722,None,1040.9949503627722,None,1040.9949503627722,None,1040.9949503627722,None,1040.9949503627722,None,1040.9949503627722,None,3,1.2507590774912387,1040.9949503627722,None,1042.278778628388,None,1042.278778628388,None,1042.278778628388,None,1042.278778628388,None,1042.278778628388,None,1042.278778628388,None,1042.278778628388,None,1046.2636066780542,None,1046.2636066780542,None,1046.2636066780542,None,1046.2636066780542,None,1046.2636066780542,None,1046.2636066780542,None,1046.2636066780542,None,1047.2639628180768,None,,,,,,,,,,,,,,,,,,,,23607,2019_Dec_06_1329,Mmi_3levels,3.1.5,59.99234062387028,
,,,3,1,6.1,,,,,,,,,0,2,2,2,0,17,17,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.6,-0.4,-10.269999999999998,15.869999999999997,6.1,-9.769999999999998,-1.834999999999999,gamble,win,6.1,166.39208333333332,1049.2814280800521,None,1049.2814280800521,None,1049.2814280800521,None,1049.2814280800521,None,1049.2814280800521,None,1049.2814280800521,None,1049.2814280800521,None,1,2.0176927691791207,1049.2814280800521,None,1051.3321711583994,None,1051.3321711583994,None,1051.3321711583994,None,1051.3321711583994,None,1051.3321711583994,None,1051.3321711583994,None,1051.3321711583994,None,1055.3169944083202,None,1055.3169944083202,None,1055.3169944083202,None,1055.3169944083202,None,1055.3169944083202,None,1055.3169944083202,None,1055.3169944083202,None,1064.8206689225626,None,1056.3174177446053,None,1057.3177569255931,None,0.76,7.502808002755046,1060.3189178206376,None,None,1060.3189178206376,None,,,,,,,,,23607,2019_Dec_06_1329,Mmi_3levels,3.1.5,59.99234062387028,
,,,3,1,8.7,,,,,,,,,0,2,2,2,0,18,18,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,0.76,-0.24,-10.509999999999998,-1.715833333333333,8.7,6.984166666666666,3.492083333333333,gamble,lose,6.984166666666666,173.37624999999997,1066.8380711480277,None,1066.8380711480277,None,1066.8380711480277,None,1066.8380711480277,None,1066.8380711480277,None,1066.8380711480277,None,1066.8380711480277,None,1,0.8672890317975543,1066.8380711480277,None,1067.7384095290909,None,1067.7384095290909,None,1067.7384095290909,None,1067.7384095290909,None,1067.7384095290909,None,1067.7384095290909,None,1067.7384095290909,None,1071.7232094202773,None,1071.7232094202773,None,1071.7232094202773,None,1071.7232094202773,None,1071.7232094202773,None,1071.7232094202773,None,1071.7232094202773,None,1072.7235959586105,None,,,,,,,,,,,,,,,,,,,,23607,2019_Dec_06_1329,Mmi_3levels,3.1.5,59.99234062387028,
,,,3,1,9.3,,,,,,,,,0,2,2,2,0,19,19,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.76,-0.24,-10.749999999999998,14.109999999999998,9.3,-4.809999999999997,-2.4049999999999985,gamble,win,9.3,182.67624999999998,1074.741057380801,None,1074.741057380801,None,1074.741057380801,None,1074.741057380801,None,1074.741057380801,None,1074.741057380801,None,1074.741057380801,None,1,1.7509227482951246,1074.741057380801,None,1076.5250665962812,None,1076.5250665962812,None,1076.5250665962812,None,1076.5250665962812,None,1076.5250665962812,None,1076.5250665962812,None,1076.5250665962812,None,1080.5098988056998,None,1080.5098988056998,None,1080.5098988056998,None,1080.5098988056998,None,1080.5098988056998,None,1080.5098988056998,None,1080.5098988056998,None,1090.0135429216316,None,1081.5102520658984,None,1082.510730119131,None,0.59,7.502724167483393,1085.5117684609722,None,None,1085.5117684609722,None,,,,,,,,,23607,2019_Dec_06_1329,Mmi_3levels,3.1.5,59.99234062387028,
,,,3,1,6.7,,,,,,,,,0,2,2,2,0,20,20,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,0.59,-0.41000000000000003,-11.159999999999998,-2.3649999999999998,6.7,4.335000000000001,2.1675000000000004,gamble,lose,4.335000000000001,187.01125,1092.030909629073,None,1092.030909629073,None,1092.030909629073,None,1092.030909629073,None,1092.030909629073,None,1092.030909629073,None,1092.030909629073,None,1,1.0507104402058758,1092.030909629073,None,1093.1146838177228,None,1093.1146838177228,None,1093.1146838177228,None,1093.1146838177228,None,1093.1146838177228,None,1093.1146838177228,None,1093.1146838177228,None,1097.0995598646696,None,1097.0995598646696,None,1097.0995598646696,None,1097.0995598646696,None,1097.0995598646696,None,1097.0995598646696,None,1097.0995598646696,None,1098.0998740870855,None,,,,,,,,,,,,,,,,,,,,23607,2019_Dec_06_1329,Mmi_3levels,3.1.5,59.99234062387028,
,,,3,1,7.7,,,,,,,,,0,2,2,2,0,21,21,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,0.59,-0.41000000000000003,-11.569999999999999,-2.3991666666666664,7.7,5.300833333333333,2.6504166666666666,gamble,lose,5.300833333333333,192.31208333333333,1100.1173351892503,None,1100.1173351892503,None,1100.1173351892503,None,1100.1173351892503,None,1100.1173351892503,None,1100.1173351892503,None,1100.1173351892503,None,1,0.867246154230088,1100.1173351892503,None,1101.0176697305287,None,1101.0176697305287,None,1101.0176697305287,None,1101.0176697305287,None,1101.0176697305287,None,1101.0176697305287,None,1101.0176697305287,None,1105.0025457774173,None,1105.0025457774173,None,1105.0025457774173,None,1105.0025457774173,None,1105.0025457774173,None,1105.0025457774173,None,1105.0025457774173,None,1106.0028923180653,None,,,,,,,,,,,,,,,,,,,,23607,2019_Dec_06_1329,Mmi_3levels,3.1.5,59.99234062387028,
,,,3,1,12.5,,,,,,,,,0,2,2,2,0,22,22,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.59,-0.41000000000000003,-11.979999999999999,17.72,12.5,-5.219999999999999,-2.6099999999999994,gamble,win,12.5,204.81208333333333,1108.0203236619127,None,1108.0203236619127,None,1108.0203236619127,None,1108.0203236619127,None,1108.0203236619127,None,1108.0203236619127,None,1108.0203236619127,None,1,0.3003460606560111,1108.0203236619127,None,1108.353778588411,None,1108.353778588411,None,1108.353778588411,None,1108.353778588411,None,1108.353778588411,None,1108.353778588411,None,1108.353778588411,None,1112.3552965833806,None,1112.3552965833806,None,1112.3552965833806,None,1112.3552965833806,None,1112.3552965833806,None,1112.3552965833806,None,1112.3552965833806,None,1121.8422193957376,None,1113.339005975693,None,1114.3393349172547,None,0.79,7.502786563942209,1117.3405047717388,None,None,1117.3405047717388,None,,,,,,,,,23607,2019_Dec_06_1329,Mmi_3levels,3.1.5,59.99234062387028,
,,,3,1,6.9,,,,,,,,,0,2,2,2,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,0.79,-0.20999999999999996,-12.189999999999998,-1.750833333333333,6.9,5.149166666666668,2.574583333333334,gamble,lose,5.149166666666668,209.96125,1123.8596580991289,None,1123.8596580991289,None,1123.8596580991289,None,1123.8596580991289,None,1123.8596580991289,None,1123.8596580991289,None,1123.8596580991289,None,1,0.8338989016483538,1123.8596580991289,None,1124.7266489076428,None,1124.7266489076428,None,1124.7266489076428,None,1124.7266489076428,None,1124.7266489076428,None,1124.7266489076428,None,1124.7266489076428,None,1128.7114414392854,None,1128.7114414392854,None,1128.7114414392854,None,1128.7114414392854,None,1128.7114414392854,None,1128.7114414392854,None,1128.7114414392854,None,1129.7118708552443,None,,,,,,,,,,,,,,,,,,,,23607,2019_Dec_06_1329,Mmi_3levels,3.1.5,59.99234062387028,
,,,3,1,1.3,,,,,,,,,0,2,2,2,0,24,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,False,0.79,-0.20999999999999996,-12.399999999999999,-1.768333333333333,1.3,-0.46833333333333305,0.4158333333333335,gamble,lose,-0.46833333333333305,209.49291666666667,1131.7293313174741,None,1131.7293313174741,None,1131.7293313174741,None,1131.7293313174741,None,1131.7293313174741,None,1131.7293313174741,None,1131.7293313174741,None,1,1.600819474144373,1131.7293313174741,None,1133.3632318190066,None,1133.3632318190066,None,1133.3632318190066,None,1133.3632318190066,None,1133.3632318190066,None,1133.3632318190066,None,1133.3632318190066,None,1137.348136024375,None,1137.348136024375,None,1137.348136024375,None,1137.348136024375,None,1137.348136024375,None,1137.348136024375,None,1137.348136024375,None,1146.8516851056484,None,1138.348470725643,None,1139.348845104687,None,0.44,7.5027884838636965,1142.349935603619,None,None,1142.349935603619,None,,,,,,,,,23607,2019_Dec_06_1329,Mmi_3levels,3.1.5,59.99234062387028,
,,,3,1,1.9,,,,,,,,,0,2,2,2,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0.44,-0.56,-12.959999999999999,20.8,1.9,-18.900000000000002,-8.500000000000002,certain,certain,-8.500000000000002,200.99291666666667,1148.8691145295743,None,1148.8691145295743,None,1148.8691145295743,None,1148.8691145295743,None,1148.8691145295743,None,1148.8691145295743,None,1148.8691145295743,None,3,1.6508579519577324,1148.8691145295743,None,1150.5530551089323,None,1150.5530551089323,None,1150.5530551089323,None,1150.5530551089323,None,1150.5530551089323,None,1150.5530551089323,None,1150.5530551089323,None,1154.554551665089,None,1154.554551665089,None,1154.554551665089,None,1154.554551665089,None,1154.554551665089,None,1154.554551665089,None,1154.554551665089,None,1155.5383119345643,None,,,,,,,,,,,,,,,,,,,,23607,2019_Dec_06_1329,Mmi_3levels,3.1.5,59.99234062387028,
,,,3,1,2.7,,,,,,,,,0,2,2,2,0,26,26,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,True,0.44,-0.56,-13.52,21.36,2.7,-18.66,-7.98,gamble,win,2.7,203.69291666666666,1157.555740078562,None,1157.555740078562,None,1157.555740078562,None,1157.555740078562,None,1157.555740078562,None,1157.555740078562,None,1157.555740078562,None,1,2.2011176974046975,1157.555740078562,None,1159.7899148048018,None,1159.7899148048018,None,1159.7899148048018,None,1159.7899148048018,None,1159.7899148048018,None,1159.7899148048018,None,1159.7899148048018,None,1163.7747569336207,None,1163.7747569336207,None,1163.7747569336207,None,1163.7747569336207,None,1163.7747569336207,None,1163.7747569336207,None,1163.7747569336207,None,1173.2783556120703,None,1164.7751754701603,None,1165.7755578487413,None,0.78,7.502799363224767,1168.7765949107124,None,None,1168.7765949107124,None,,,,,,,,,23607,2019_Dec_06_1329,Mmi_3levels,3.1.5,59.99234062387028,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1175.279136048397,None,4,13.75538361852523,1175.279136048397,None,203.69291666666666,5,,,,,,
